page,text,p,start,end,type,description
029,Hassan,5,35,41,PERSON,"People, including fictional"
029,Residency,5,51,60,FAC,"Buildings, airports, highways, bridges, etc."
029,D[evonshire,5,81,92,PERSON,"People, including fictional"
029,morning,5,123,130,TIME,Times smaller than a day
029,Logan,6,0,5,PERSON,"People, including fictional"
029,Creswell,7,20,28,GPE,"Countries, cities, states"
029,Villamarina,7,70,81,PERSON,"People, including fictional"
030,"Friday, January 6, 1922",2,0,23,DATE,Absolute or relative dates or periods
030,B.B.,4,0,4,PERSON,"People, including fictional"
030,Nicky,4,9,14,PERSON,"People, including fictional"
030,Patricolo,4,29,38,PERSON,"People, including fictional"
031,"Saturday, January 7, 1922",2,0,25,DATE,Absolute or relative dates or periods
031,Bazils,4,32,38,PERSON,"People, including fictional"
032,"Sunday, January 8, 1922",1,0,23,DATE,Absolute or relative dates or periods
032,Cairo,2,0,5,GPE,"Countries, cities, states"
032,Sérionnes,4,29,38,PERSON,"People, including fictional"
033,"Monday, January 9, 1922",1,0,23,DATE,Absolute or relative dates or periods
034,"Tuesday, January 10, 1922",1,0,25,DATE,Absolute or relative dates or periods
034,Cairo,2,0,5,GPE,"Countries, cities, states"
034,Creswell,4,0,8,ORG,"Companies, agencies, institutions, etc."
034,Bazil,4,15,20,PERSON,"People, including fictional"
034,Elgoods,4,22,29,ORG,"Companies, agencies, institutions, etc."
034,Patricolo,4,31,40,PERSON,"People, including fictional"
034,B.B.,4,67,71,PERSON,"People, including fictional"
034,Thompson,4,88,96,PERSON,"People, including fictional"
034,Maurice Amos,4,101,113,PERSON,"People, including fictional"
034,N.,4,115,117,PERSON,"People, including fictional"
034,night,5,25,30,TIME,Times smaller than a day
035,"Wednesday, January 11, 1922",1,0,27,DATE,Absolute or relative dates or periods
035,Devonshire,3,56,66,PERSON,"People, including fictional"
035,Citadel,3,112,119,FAC,"Buildings, airports, highways, bridges, etc."
035,Patricolo,3,129,138,PERSON,"People, including fictional"
035,the Tomb of Imam Shafei,3,180,203,FAC,"Buildings, airports, highways, bridges, etc."
035,SS Annunziata,3,296,309,FAC,"Buildings, airports, highways, bridges, etc."
035,Alberti,3,313,320,PERSON,"People, including fictional"
035,Albanian Monastery,3,353,371,FAC,"Buildings, airports, highways, bridges, etc."
035,Baxter,4,9,15,ORG,"Companies, agencies, institutions, etc."
036,"Thursday, January 12, 1922",1,0,26,DATE,Absolute or relative dates or periods
036,Cairo,2,0,5,GPE,"Countries, cities, states"
036,Nicky,3,24,29,PERSON,"People, including fictional"
036,Eliza,4,17,22,PERSON,"People, including fictional"
036,Br Jennings Bramlys,5,4,23,PERSON,"People, including fictional"
037,"Friday, January 13, 1922",1,0,24,DATE,Absolute or relative dates or periods
037,Cairo,3,0,5,GPE,"Countries, cities, states"
037,Mokattam,4,12,20,FAC,"Buildings, airports, highways, bridges, etc."
037,Patricolo,4,26,35,PERSON,"People, including fictional"
037,El Juyushi,4,44,54,WORK_OF_ART,"Titles of books, songs, etc."
037,the evening,5,3,14,TIME,Times smaller than a day
037,Ibn Tulun,5,29,38,GPE,"Countries, cities, states"
037,Alfred Nicholson,6,20,36,PERSON,"People, including fictional"
038,"Saturday, January 14, 1922",1,0,26,DATE,Absolute or relative dates or periods
038,Cairo,2,0,5,GPE,"Countries, cities, states"
038,Adamoli,5,5,12,PERSON,"People, including fictional"
038,de Cramer,5,30,39,PERSON,"People, including fictional"
038,Anderson,6,15,23,PERSON,"People, including fictional"
038,Kitsons,6,29,36,PERSON,"People, including fictional"
038,E. S. Thomas,6,42,54,PERSON,"People, including fictional"
038,de Cramer,6,79,88,PERSON,"People, including fictional"
038,de Kaven,8,5,13,PERSON,"People, including fictional"
038,Spender,8,18,25,PERSON,"People, including fictional"
038,Anna de K’s,10,18,29,PERSON,"People, including fictional"
039,"Sunday, January 15, 1922",1,0,24,DATE,Absolute or relative dates or periods
039,Bazils,3,25,31,PERSON,"People, including fictional"
039,Mme. de Sérionne,3,40,56,FAC,"Buildings, airports, highways, bridges, etc."
039,afternoon,4,9,18,TIME,Times smaller than a day
039,sunset,4,23,29,TIME,Times smaller than a day
039,Breasted,5,8,16,WORK_OF_ART,"Titles of books, songs, etc."
040,"Monday, January 16, 1922",1,0,24,DATE,Absolute or relative dates or periods
040,Cairo,2,0,5,GPE,"Countries, cities, states"
040,Eliza,3,10,15,PERSON,"People, including fictional"
040,only at 3,3,39,48,TIME,Times smaller than a day
040,Nicky,3,50,55,PERSON,"People, including fictional"
040,BB,3,151,153,PERSON,"People, including fictional"
040,William Whiting Andrews,4,29,52,PERSON,"People, including fictional"
040,the American Ministry,4,75,96,ORG,"Companies, agencies, institutions, etc."
040,Foucart,4,129,136,PERSON,"People, including fictional"
040,Sultana,4,159,166,PERSON,"People, including fictional"
040,de Sérionne,4,190,201,PERSON,"People, including fictional"
040,Neguib Pasha,4,208,220,PERSON,"People, including fictional"
040,Dousan,4,227,233,PERSON,"People, including fictional"
040,Graham,4,240,246,PERSON,"People, including fictional"
040,Dousans,4,260,267,PERSON,"People, including fictional"
040,Whitall,5,0,7,PERSON,"People, including fictional"
040,Eliza Nicholson,5,12,27,PERSON,"People, including fictional"
040,Alfred,5,42,48,PERSON,"People, including fictional"
040,Cambridge,5,118,127,GPE,"Countries, cities, states"
040,Capitain de Cards,5,130,147,ORG,"Companies, agencies, institutions, etc."
040,Liaison,5,149,156,ORG,"Companies, agencies, institutions, etc."
040,Allenby,5,173,180,ORG,"Companies, agencies, institutions, etc."
040,Gouraud,5,185,192,PERSON,"People, including fictional"
040,Patricolo,5,195,204,PERSON,"People, including fictional"
040,de Kaven,5,211,219,PERSON,"People, including fictional"
040,Spender,5,228,235,PERSON,"People, including fictional"
041,"Tuesday, January 17, 1922",1,0,25,DATE,Absolute or relative dates or periods
041,Nile,2,7,11,LOC,"Non-GPE locations, mountain ranges, bodies of water"
041,Egypt,2,17,22,GPE,"Countries, cities, states"
041,10,3,14,16,TIME,Times smaller than a day
041,Eliza,3,18,23,PERSON,"People, including fictional"
041,the day,4,6,13,DATE,Absolute or relative dates or periods
041,the Cecil Firths,4,19,35,ORG,"Companies, agencies, institutions, etc."
041,Sakkara,4,39,46,GPE,"Countries, cities, states"
041,the Tomb of Ti and Meru and,4,55,82,FAC,"Buildings, airports, highways, bridges, etc."
041,the Pyramid of Onas,4,109,128,FAC,"Buildings, airports, highways, bridges, etc."
041,sunset,4,243,249,TIME,Times smaller than a day
042,"Wednesday, January 18, 1922",1,0,27,DATE,Absolute or relative dates or periods
042,Nile,2,7,11,LOC,"Non-GPE locations, mountain ranges, bodies of water"
042,A day,3,0,5,DATE,Absolute or relative dates or periods
042,Arabian,3,98,105,NORP,Nationalities or religious or political groups
042,mtns,3,106,110,ORG,"Companies, agencies, institutions, etc."
042,Shaduks,3,128,135,NORP,Nationalities or religious or political groups
042,Nicky,3,290,295,PERSON,"People, including fictional"
042,Von Warlich,4,0,11,PERSON,"People, including fictional"
042,Sanderson,4,58,67,PERSON,"People, including fictional"
042,California,4,89,99,GPE,"Countries, cities, states"
042,half,5,5,9,CARDINAL,Numerals that do not fall under another type
042,Parkyn,5,13,19,PERSON,"People, including fictional"
042,Prehistoric Art,5,23,38,WORK_OF_ART,"Titles of books, songs, etc."
043,"Thursday, January 19, 1922",1,0,26,DATE,Absolute or relative dates or periods
043,Beni Hassan,2,11,22,FAC,"Buildings, airports, highways, bridges, etc."
043,Barbara,3,12,19,PERSON,"People, including fictional"
043,Gram,4,17,21,PERSON,"People, including fictional"
043,Nile,6,25,29,LOC,"Non-GPE locations, mountain ranges, bodies of water"
043,Nile,8,19,23,LOC,"Non-GPE locations, mountain ranges, bodies of water"
044,"Friday, January 20, 1922",1,0,24,DATE,Absolute or relative dates or periods
044,Nile,2,7,11,LOC,"Non-GPE locations, mountain ranges, bodies of water"
044,Assiout,3,0,7,PERSON,"People, including fictional"
044,Nile,4,135,139,LOC,"Non-GPE locations, mountain ranges, bodies of water"
044,Til el-Amarna,4,180,193,GPE,"Countries, cities, states"
044,the night,4,234,243,TIME,Times smaller than a day
045,"Saturday, January 21, 1922",1,0,26,DATE,Absolute or relative dates or periods
045,All day,4,0,7,DATE,Absolute or relative dates or periods
045,Quibell,5,10,17,PERSON,"People, including fictional"
045,Egyptian,5,44,52,NORP,Nationalities or religious or political groups
046,"Sunday, January 22, 1922",1,0,24,DATE,Absolute or relative dates or periods
046,Egypt,2,4,9,GPE,"Countries, cities, states"
046,Another day,3,0,11,DATE,Absolute or relative dates or periods
046,These days,3,25,35,DATE,Absolute or relative dates or periods
046,60 hours,3,80,88,TIME,Times smaller than a day
047,"Monday, January 23, 1922",1,0,24,DATE,Absolute or relative dates or periods
047,Nile,2,0,4,PERSON,"People, including fictional"
047,8,4,8,9,CARDINAL,Numerals that do not fall under another type
047,Italian,4,49,56,NORP,Nationalities or religious or political groups
047,Romanesque,4,62,72,NORP,Nationalities or religious or political groups
047,Gothic,4,74,80,NORP,Nationalities or religious or political groups
047,Gutekunst,5,0,9,PERSON,"People, including fictional"
047,the Chartres N. Portal,5,103,125,FAC,"Buildings, airports, highways, bridges, etc."
047,Luxor,6,11,16,GPE,"Countries, cities, states"
047,sunset,6,20,26,TIME,Times smaller than a day
048,"Tuesday, January 24, 1922",1,0,25,DATE,Absolute or relative dates or periods
048,Nile boat,2,0,9,PERSON,"People, including fictional"
048,Karnak,3,4,10,ORG,"Companies, agencies, institutions, etc."
048,Luxor Temple,4,4,16,FAC,"Buildings, airports, highways, bridges, etc."
048,M. Lacaud,4,22,31,PERSON,"People, including fictional"
048,the Service des Antiquités,4,56,82,ORG,"Companies, agencies, institutions, etc."
048,Egyptian,4,147,155,NORP,Nationalities or religious or political groups
048,Geoffrey,5,18,26,PERSON,"People, including fictional"
049,"Wednesday, January 25, 1922",1,0,27,DATE,Absolute or relative dates or periods
049,Tombs of the Kings,3,19,37,FAC,"Buildings, airports, highways, bridges, etc."
049,Tombs of Nobles,3,63,78,FAC,"Buildings, airports, highways, bridges, etc."
049,Italian,3,124,131,NORP,Nationalities or religious or political groups
049,5th,3,193,196,ORDINAL,"""first"", ""second"", etc."
049,Italy,3,205,210,GPE,"Countries, cities, states"
049,the Early Dynasties,3,250,269,DATE,Absolute or relative dates or periods
049,XVIII,3,287,292,DATE,Absolute or relative dates or periods
049,the Ptolemaic time,3,354,372,DATE,Absolute or relative dates or periods
049,French,3,401,407,NORP,Nationalities or religious or political groups
049,XVIII,3,408,413,DATE,Absolute or relative dates or periods
050,"Thursday, January 26, 1922",1,0,26,DATE,Absolute or relative dates or periods
050,Nile,2,0,4,ORG,"Companies, agencies, institutions, etc."
050,Luxor,2,10,15,ORG,"Companies, agencies, institutions, etc."
050,Queen’s Tombs,3,15,28,FAC,"Buildings, airports, highways, bridges, etc."
050,Ramasseum,3,35,44,LOC,"Non-GPE locations, mountain ranges, bodies of water"
050,Colossi,3,70,77,LOC,"Non-GPE locations, mountain ranges, bodies of water"
050,Tomb,3,83,87,FAC,"Buildings, airports, highways, bridges, etc."
050,Temples,3,129,136,FAC,"Buildings, airports, highways, bridges, etc."
050,European,4,46,54,NORP,Nationalities or religious or political groups
050,Afternoon,5,0,9,TIME,Times smaller than a day
050,Neguib Pascha,5,41,54,PERSON,"People, including fictional"
050,von Cramer,5,67,77,PERSON,"People, including fictional"
050,Italian,5,86,93,NORP,Nationalities or religious or political groups
050,Negrotti,5,103,111,PERSON,"People, including fictional"
050,Karnac,5,129,135,GPE,"Countries, cities, states"
050,sunset,5,150,156,TIME,Times smaller than a day
050,Sekmet,5,173,179,PERSON,"People, including fictional"
050,Neguib,6,5,11,PERSON,"People, including fictional"
050,Armenian,6,18,26,NORP,Nationalities or religious or political groups
050,Copt,6,57,61,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
051,"Friday, January 27, 1922",1,0,24,DATE,Absolute or relative dates or periods
051,Edfu,2,15,19,PERSON,"People, including fictional"
051,Esna,3,4,8,GPE,"Countries, cities, states"
051,Edfu,3,13,17,GPE,"Countries, cities, states"
051,St. Paul Girard,3,28,43,PERSON,"People, including fictional"
051,Edfu,3,65,69,GPE,"Countries, cities, states"
051,Copt,3,190,194,NORP,Nationalities or religious or political groups
051,2,3,222,223,CARDINAL,Numerals that do not fall under another type
051,Arab,3,234,238,NORP,Nationalities or religious or political groups
051,Greek,3,251,256,NORP,Nationalities or religious or political groups
051,Temple,3,302,308,FAC,"Buildings, airports, highways, bridges, etc."
051,Egyptian,3,333,341,NORP,Nationalities or religious or political groups
051,Edfu,4,0,4,FAC,"Buildings, airports, highways, bridges, etc."
051,St. Owen,4,62,70,FAC,"Buildings, airports, highways, bridges, etc."
051,Reisner,5,5,12,PERSON,"People, including fictional"
051,Gifford,5,15,22,PERSON,"People, including fictional"
051,Egyptian,5,38,46,NORP,Nationalities or religious or political groups
051,first,5,255,260,ORDINAL,"""first"", ""second"", etc."
052,"Saturday, January 28, 1922",1,0,26,DATE,Absolute or relative dates or periods
052,Assuan,2,0,6,PERSON,"People, including fictional"
052,Comombo,3,4,11,GPE,"Countries, cities, states"
052,Western,3,43,50,NORP,Nationalities or religious or political groups
052,Nicky,4,27,32,PERSON,"People, including fictional"
052,80,4,40,42,CARDINAL,Numerals that do not fall under another type
052,Temples,4,103,110,FAC,"Buildings, airports, highways, bridges, etc."
052,Cairo,4,175,180,GPE,"Countries, cities, states"
052,Island of Elephantine,5,8,29,LOC,"Non-GPE locations, mountain ranges, bodies of water"
052,half,6,22,26,CARDINAL,Numerals that do not fall under another type
052,Berensons,6,87,96,PERSON,"People, including fictional"
053,"Sunday, January 29, 1922",1,0,24,DATE,Absolute or relative dates or periods
053,Assuan,2,0,6,PERSON,"People, including fictional"
053,Abdul Latif,3,14,25,PERSON,"People, including fictional"
053,the morning,3,78,89,TIME,Times smaller than a day
053,Coptic,3,98,104,NORP,Nationalities or religious or political groups
053,sunset,3,122,128,TIME,Times smaller than a day
053,Mechu,4,9,14,PERSON,"People, including fictional"
053,Ben,4,16,19,PERSON,"People, including fictional"
053,Se,4,24,26,PERSON,"People, including fictional"
053,-,4,26,27,PERSON,"People, including fictional"
053,Renpu,4,27,32,PERSON,"People, including fictional"
053,Grenfell,4,34,42,WORK_OF_ART,"Titles of books, songs, etc."
053,Nicky,5,0,5,PERSON,"People, including fictional"
053,Bechirim,5,35,43,NORP,Nationalities or religious or political groups
054,"Monday, January 30, 1922",1,0,24,DATE,Absolute or relative dates or periods
054,Thebes,2,0,6,WORK_OF_ART,"Titles of books, songs, etc."
054,Dendur,4,0,6,ORG,"Companies, agencies, institutions, etc."
055,"Tuesday, January 31, 1922",1,0,25,DATE,Absolute or relative dates or periods
055,Saboa,3,0,5,PERSON,"People, including fictional"
055,Amada,3,7,12,PERSON,"People, including fictional"
055,Korosko,3,14,21,PERSON,"People, including fictional"
055,Kass Ibrim,4,18,28,FAC,"Buildings, airports, highways, bridges, etc."
055,von Wahrlich,4,45,57,PERSON,"People, including fictional"
056,"Wednesday, February 1, 1922",1,0,27,DATE,Absolute or relative dates or periods
056,Abu Simbel,2,0,10,PERSON,"People, including fictional"
056,B.B.,4,250,254,PERSON,"People, including fictional"
056,Wahrlich,6,38,46,PERSON,"People, including fictional"
056,Rameses’ Temple,6,58,73,FAC,"Buildings, airports, highways, bridges, etc."
056,Hundreds,7,31,39,CARDINAL,Numerals that do not fall under another type
057,"Thursday, February 2, 1922",1,0,26,DATE,Absolute or relative dates or periods
057,Wadi Halfa,2,0,10,PERSON,"People, including fictional"
057,Reached Wadi Halfa,3,7,25,FAC,"Buildings, airports, highways, bridges, etc."
057,noon,3,29,33,TIME,Times smaller than a day
057,Khartoum,3,77,85,GPE,"Countries, cities, states"
057,McEnnery,3,135,143,PERSON,"People, including fictional"
057,Temple,3,204,210,FAC,"Buildings, airports, highways, bridges, etc."
057,Nile,3,304,308,LOC,"Non-GPE locations, mountain ranges, bodies of water"
057,Willock,4,39,46,PERSON,"People, including fictional"
057,Baltimore,4,50,59,GPE,"Countries, cities, states"
057,Von Wahrlich,4,61,73,PERSON,"People, including fictional"
057,Swedish,4,125,132,NORP,Nationalities or religious or political groups
057,Assuan,4,160,166,ORG,"Companies, agencies, institutions, etc."
057,Sanderson,4,184,193,PERSON,"People, including fictional"
057,Austrian,4,225,233,NORP,Nationalities or religious or political groups
057,Wahrlich,4,319,327,PERSON,"People, including fictional"
057,the Southern Cross,5,4,22,ORG,"Companies, agencies, institutions, etc."
058,"Friday, February 3, 1922",1,0,24,DATE,Absolute or relative dates or periods
058,Wadi Halfa,2,0,10,PERSON,"People, including fictional"
058,the 2nd Cataract,3,20,36,FAC,"Buildings, airports, highways, bridges, etc."
058,Abu Seer,3,40,48,FAC,"Buildings, airports, highways, bridges, etc."
058,the 15 m.,3,80,89,QUANTITY,"Measurements, as of weight or distance"
058,Cataract,3,94,102,FAC,"Buildings, airports, highways, bridges, etc."
058,Barlos,4,48,54,PERSON,"People, including fictional"
058,15,4,61,63,MONEY,"Monetary values, including unit"
059,"Saturday, February 4, 1922",1,0,26,DATE,Absolute or relative dates or periods
059,Wadi Halfa,2,0,10,GPE,"Countries, cities, states"
059,5.30,3,6,10,TIME,Times smaller than a day
059,Wadi Halfa,3,30,40,LOC,"Non-GPE locations, mountain ranges, bodies of water"
059,Sanderson,3,62,71,PERSON,"People, including fictional"
059,Wahrlich,3,76,84,PERSON,"People, including fictional"
059,the day,4,12,19,DATE,Absolute or relative dates or periods
060,"Sunday, February 5, 1922",1,0,24,DATE,Absolute or relative dates or periods
060,Shellal,2,18,25,GPE,"Countries, cities, states"
060,Temple of Kalabsha,3,36,54,FAC,"Buildings, airports, highways, bridges, etc."
060,Isis,3,74,78,PERSON,"People, including fictional"
060,Barbara,6,23,30,PERSON,"People, including fictional"
061,"Monday, February 6, 1922",1,0,24,DATE,Absolute or relative dates or periods
061,Nile,2,12,16,LOC,"Non-GPE locations, mountain ranges, bodies of water"
061,Cataract,3,35,43,FAC,"Buildings, airports, highways, bridges, etc."
061,2nd,3,83,86,ORDINAL,"""first"", ""second"", etc."
061,Cataract,3,87,95,FAC,"Buildings, airports, highways, bridges, etc."
061,Bonté,4,0,5,PERSON,"People, including fictional"
061,the “Trades’ School”,4,54,74,ORG,"Companies, agencies, institutions, etc."
061,wh,4,179,181,ORG,"Companies, agencies, institutions, etc."
061,the Granite Quarries,4,229,249,FAC,"Buildings, airports, highways, bridges, etc."
061,half,4,262,266,CARDINAL,Numerals that do not fall under another type
062,"Tuesday, February 7, 1922",1,0,25,DATE,Absolute or relative dates or periods
062,All day,3,0,7,DATE,Absolute or relative dates or periods
062,Baltimore,3,103,112,GPE,"Countries, cities, states"
062,Weeds,3,118,123,PERSON,"People, including fictional"
062,Long Island,3,128,139,GPE,"Countries, cities, states"
062,Sanderson Tom Wahrlich’s,3,141,165,PERSON,"People, including fictional"
062,Donald,3,178,184,PERSON,"People, including fictional"
062,Washington State,3,189,205,GPE,"Countries, cities, states"
062,First,4,0,5,ORDINAL,"""first"", ""second"", etc."
062,Temples,4,14,21,FAC,"Buildings, airports, highways, bridges, etc."
062,Kalapsha,4,25,33,FAC,"Buildings, airports, highways, bridges, etc."
062,Barbara,4,74,81,PERSON,"People, including fictional"
062,Luxor,5,8,13,GPE,"Countries, cities, states"
062,night,5,17,22,TIME,Times smaller than a day
063,"Wednesday, February 8, 1922",1,0,27,DATE,Absolute or relative dates or periods
063,No.,3,17,20,CARDINAL,Numerals that do not fall under another type
063,1,3,21,22,CARDINAL,Numerals that do not fall under another type
063,Ahmet Abdallah,3,23,37,PERSON,"People, including fictional"
063,Bonté,4,21,26,PERSON,"People, including fictional"
063,Winlocks,4,42,50,PERSON,"People, including fictional"
063,Magameum,4,59,67,FAC,"Buildings, airports, highways, bridges, etc."
063,Quibells,4,91,99,PERSON,"People, including fictional"
063,Der el Bahari,4,131,144,GPE,"Countries, cities, states"
063,Quibells,4,154,162,PERSON,"People, including fictional"
063,Quibells,5,36,44,PERSON,"People, including fictional"
063,Kitsons,6,10,17,PERSON,"People, including fictional"
063,Van Dyck,6,39,47,PERSON,"People, including fictional"
063,26,6,147,149,CARDINAL,Numerals that do not fall under another type
064,"Thursday, February 9, 1922",1,0,26,DATE,Absolute or relative dates or periods
064,Karnac,4,0,6,PERSON,"People, including fictional"
064,2,5,81,82,CARDINAL,Numerals that do not fall under another type
064,2,5,94,95,CARDINAL,Numerals that do not fall under another type
065,"Friday, February 10, 1922",1,0,25,DATE,Absolute or relative dates or periods
065,Palace,2,29,35,WORK_OF_ART,"Titles of books, songs, etc."
065,Tombs,3,47,52,PERSON,"People, including fictional"
065,Quibells,3,76,84,PERSON,"People, including fictional"
065,Cairo,3,146,151,GPE,"Countries, cities, states"
065,Luxor by Moonlight,4,0,18,PERSON,"People, including fictional"
066,"Saturday, February 11, 1922",1,0,27,DATE,Absolute or relative dates or periods
066,Winter Palace,2,0,13,FAC,"Buildings, airports, highways, bridges, etc."
066,Bonté,3,0,5,PERSON,"People, including fictional"
066,Kus,3,20,23,GPE,"Countries, cities, states"
066,6.10 train,3,31,41,TIME,Times smaller than a day
066,Mamour,3,270,276,PERSON,"People, including fictional"
066,Karnak,4,0,6,GPE,"Countries, cities, states"
066,Moonlight,4,24,33,WORK_OF_ART,"Titles of books, songs, etc."
066,Nicky,4,35,40,PERSON,"People, including fictional"
067,"Sunday, February 12, 1922",1,0,25,DATE,Absolute or relative dates or periods
067,Ramasseum,3,0,9,FAC,"Buildings, airports, highways, bridges, etc."
067,8,4,1,2,CARDINAL,Numerals that do not fall under another type
067,Bonté,5,0,5,PERSON,"People, including fictional"
067,the evening,5,14,25,TIME,Times smaller than a day
067,2,6,1,2,CARDINAL,Numerals that do not fall under another type
067,Karnac,7,0,6,PERSON,"People, including fictional"
067,Kitson,7,27,33,PERSON,"People, including fictional"
068,"Monday, February 13, 1922",1,0,25,DATE,Absolute or relative dates or periods
068,two,2,16,19,CARDINAL,Numerals that do not fall under another type
068,Luxor Temple,3,0,12,FAC,"Buildings, airports, highways, bridges, etc."
068,Moussa,4,27,33,PERSON,"People, including fictional"
068,Eders,4,42,47,PERSON,"People, including fictional"
068,Zanzibar,4,85,93,GPE,"Countries, cities, states"
068,Plummer,4,110,117,PERSON,"People, including fictional"
068,Willock,4,155,162,PERSON,"People, including fictional"
069,"Tuesday, February 14, 1922",1,0,26,DATE,Absolute or relative dates or periods
069,Nicky,2,0,5,PERSON,"People, including fictional"
069,B.B.,3,19,23,PERSON,"People, including fictional"
069,Kitson,3,82,88,PERSON,"People, including fictional"
070,"Wednesday, February 15, 1922",1,0,28,DATE,Absolute or relative dates or periods
070,Luxor Temple,3,6,18,ORG,"Companies, agencies, institutions, etc."
070,Nicky,3,20,25,PERSON,"People, including fictional"
070,Plummer,3,43,50,PERSON,"People, including fictional"
070,Eders,3,59,64,PERSON,"People, including fictional"
070,B.B.,3,70,74,PERSON,"People, including fictional"
070,Kitsons,3,95,102,PERSON,"People, including fictional"
