page,text,p,start,end,type,description
040,"Sunday, January 17, 1915",2,0,24,DATE,Absolute or relative dates or periods
040,Cecil Pinsent,3,1,14,PERSON,"People, including fictional"
040,Geoffrey Scott,3,16,30,PERSON,"People, including fictional"
040,Naima,3,32,37,PERSON,"People, including fictional"
040,morning,4,10,17,TIME,Times smaller than a day
040,the afternoon,4,22,35,TIME,Times smaller than a day
040,B.B,4,36,39,PERSON,"People, including fictional"
040,Naima,4,45,50,PERSON,"People, including fictional"
040,Monte Senario,4,66,79,FAC,"Buildings, airports, highways, bridges, etc."
040,Geoffrey,4,84,92,PERSON,"People, including fictional"
040,Sybil,4,109,114,PERSON,"People, including fictional"
040,Strongs,4,123,130,PERSON,"People, including fictional"
040,Cecil,4,149,154,PERSON,"People, including fictional"
040,Janet,4,170,175,PERSON,"People, including fictional"
040,B.B.,4,177,181,PERSON,"People, including fictional"
040,Janet,5,7,12,PERSON,"People, including fictional"
040,Frank Crisp’s,5,35,48,PERSON,"People, including fictional"
040,500,6,13,16,MONEY,"Monetary values, including unit"
040,the Terremoto Committee,6,32,55,ORG,"Companies, agencies, institutions, etc."
040,Cecil,7,2,7,PERSON,"People, including fictional"
040,9,7,18,19,TIME,Times smaller than a day
041,"Monday, January 18, 1915",2,0,24,DATE,Absolute or relative dates or periods
041,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
041,Domenico Pieri,3,28,42,PERSON,"People, including fictional"
041,Geoffrey,4,50,58,PERSON,"People, including fictional"
041,BB,4,75,77,PERSON,"People, including fictional"
041,Sybil’s,4,81,88,ORG,"Companies, agencies, institutions, etc."
041,B.B.,5,7,11,PERSON,"People, including fictional"
041,Yoï,6,2,5,PERSON,"People, including fictional"
041,Nello,6,10,15,PERSON,"People, including fictional"
041,Nello,6,30,35,PERSON,"People, including fictional"
041,Yoï,6,50,53,PERSON,"People, including fictional"
042,"Tuesday, January 19, 1915",2,0,25,DATE,Absolute or relative dates or periods
042,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
042,all morning,5,9,20,TIME,Times smaller than a day
042,Cecil,5,65,70,PERSON,"People, including fictional"
042,500 francs,5,101,111,MONEY,"Monetary values, including unit"
042,Terremoto,5,120,129,PERSON,"People, including fictional"
042,Abruzzo,5,147,154,LOC,"Non-GPE locations, mountain ranges, bodies of water"
042,Geoffrey,6,0,8,PERSON,"People, including fictional"
042,Cecil,6,13,18,PERSON,"People, including fictional"
042,Geoffrey,6,83,91,PERSON,"People, including fictional"
042,Loesers,6,112,119,PERSON,"People, including fictional"
042,Yoï,6,133,136,PERSON,"People, including fictional"
042,Nello,6,138,143,PERSON,"People, including fictional"
042,Yoï,6,181,184,PERSON,"People, including fictional"
042,Geoffrey,6,195,203,PERSON,"People, including fictional"
042,Stan Krayl,6,427,437,PERSON,"People, including fictional"
042,Stan,6,500,504,PERSON,"People, including fictional"
042,Yoï,6,557,560,PERSON,"People, including fictional"
042,Nello,6,572,577,PERSON,"People, including fictional"
042,Geoffrey,6,599,607,PERSON,"People, including fictional"
042,Yoï,6,633,636,PERSON,"People, including fictional"
042,Geoffrey,6,664,672,PERSON,"People, including fictional"
043,"Wednesday, January 20, 1915",2,0,27,DATE,Absolute or relative dates or periods
043,Geoffrey,5,2,10,PERSON,"People, including fictional"
043,Cecil,5,15,20,PERSON,"People, including fictional"
043,Rome,5,32,36,GPE,"Countries, cities, states"
043,Geoffrey,5,38,46,PERSON,"People, including fictional"
043,all day,5,125,132,DATE,Absolute or relative dates or periods
043,Yoï,5,213,216,PERSON,"People, including fictional"
043,B.B.,6,2,6,PERSON,"People, including fictional"
043,Sybil,6,28,33,PERSON,"People, including fictional"
043,a glorious day,6,84,98,DATE,Absolute or relative dates or periods
043,American,6,106,114,NORP,Nationalities or religious or political groups
043,Dumont,6,136,142,PERSON,"People, including fictional"
043,American,6,162,170,NORP,Nationalities or religious or political groups
044,"Thursday, January 21, 1915",2,0,26,DATE,Absolute or relative dates or periods
044,Library,5,102,109,FAC,"Buildings, airports, highways, bridges, etc."
044,such days,5,144,153,DATE,Absolute or relative dates or periods
044,Geoffrey,5,184,192,PERSON,"People, including fictional"
044,This year,6,2,11,DATE,Absolute or relative dates or periods
044,first,6,21,26,ORDINAL,"""first"", ""second"", etc."
044,War,7,22,25,EVENT,"Named hurricanes, battles, wars, sports events, etc."
044,Sybil’s,8,8,15,ORG,"Companies, agencies, institutions, etc."
045,"Friday, January 22, 1915",2,0,24,DATE,Absolute or relative dates or periods
045,today,5,11,16,DATE,Absolute or relative dates or periods
045,Marainis,5,26,34,PERSON,"People, including fictional"
045,the Art Magazines,5,87,104,ORG,"Companies, agencies, institutions, etc."
045,my quiet days,5,123,136,DATE,Absolute or relative dates or periods
045,Ross,6,34,38,PERSON,"People, including fictional"
045,Yoï,6,104,107,PERSON,"People, including fictional"
045,Stan,6,158,162,PERSON,"People, including fictional"
045,Ross,7,30,34,PERSON,"People, including fictional"
045,all day,7,79,86,DATE,Absolute or relative dates or periods
045,Sybil’s,8,19,26,FAC,"Buildings, airports, highways, bridges, etc."
046,"Saturday, January 23, 1915",2,0,26,DATE,Absolute or relative dates or periods
046,Naima,4,0,5,PERSON,"People, including fictional"
046,Nelly Erichsen,5,15,29,PERSON,"People, including fictional"
046,Herbert Horne,5,73,86,PERSON,"People, including fictional"
046,Geoffrey,6,0,8,PERSON,"People, including fictional"
046,Naima,7,14,19,PERSON,"People, including fictional"
047,"Sunday, January 24, 1915",2,0,24,DATE,Absolute or relative dates or periods
047,Naima,4,0,5,PERSON,"People, including fictional"
047,Margaret,5,17,25,PERSON,"People, including fictional"
047,B.B.,5,41,45,PERSON,"People, including fictional"
047,Naima,5,55,60,PERSON,"People, including fictional"
047,Strong,5,69,75,PERSON,"People, including fictional"
047,Margaret,5,85,93,PERSON,"People, including fictional"
047,B.B.,6,6,10,PERSON,"People, including fictional"
047,Janet,6,32,37,PERSON,"People, including fictional"
047,Ashburner,6,46,55,PERSON,"People, including fictional"
047,evening,6,69,76,TIME,Times smaller than a day
047,Guido Cagnola,7,21,34,PERSON,"People, including fictional"
047,the “Rassegna d’Arte.,7,70,91,WORK_OF_ART,"Titles of books, songs, etc."
048,"Monday, January 25, 1915",2,0,24,DATE,Absolute or relative dates or periods
048,Geoffrey,5,33,41,PERSON,"People, including fictional"
048,Relief,5,89,95,ORG,"Companies, agencies, institutions, etc."
048,Abruzzo,5,108,115,LOC,"Non-GPE locations, mountain ranges, bodies of water"
048,the night,5,129,138,TIME,Times smaller than a day
048,Balsorano,5,142,151,GPE,"Countries, cities, states"
048,Friday,5,153,159,DATE,Absolute or relative dates or periods
048,Salvemini,5,201,210,PERSON,"People, including fictional"
048,Socialist,5,227,236,NORP,Nationalities or religious or political groups
048,Guido,6,25,30,PERSON,"People, including fictional"
048,Rassegna d’Arte”,6,34,50,WORK_OF_ART,"Titles of books, songs, etc."
048,Italian,6,58,65,NORP,Nationalities or religious or political groups
048,Cracow,6,78,84,GPE,"Countries, cities, states"
048,Yoï and,7,2,9,ORG,"Companies, agencies, institutions, etc."
048,Nello,7,10,15,PERSON,"People, including fictional"
048,Sybil,7,50,55,PERSON,"People, including fictional"
048,B.B.,7,61,65,PERSON,"People, including fictional"
048,Turner,7,121,127,PERSON,"People, including fictional"
048,Guardi,7,132,138,PERSON,"People, including fictional"
049,"Tuesday, January 26, 1915",2,0,25,DATE,Absolute or relative dates or periods
049,BB,5,26,28,PERSON,"People, including fictional"
049,Sybil,5,46,51,PERSON,"People, including fictional"
049,Alys,7,2,6,PERSON,"People, including fictional"
049,Logan,7,19,24,PERSON,"People, including fictional"
049,France,7,73,79,GPE,"Countries, cities, states"
049,the British Red Cross,7,94,115,ORG,"Companies, agencies, institutions, etc."
049,British,7,191,198,NORP,Nationalities or religious or political groups
050,"Wednesday, January 27, 1915",2,0,27,DATE,Absolute or relative dates or periods
050,Geoffrey,3,0,8,PERSON,"People, including fictional"
050,Geoffrey,6,36,44,PERSON,"People, including fictional"
050,Benn,6,143,147,PERSON,"People, including fictional"
050,Geoffrey,7,2,10,PERSON,"People, including fictional"
050,the Florentine Committee,7,20,44,ORG,"Companies, agencies, institutions, etc."
050,Salvemini,7,118,127,PERSON,"People, including fictional"
050,Cecil,7,346,351,PERSON,"People, including fictional"
051,"Thursday, January 28, 1915",2,0,26,DATE,Absolute or relative dates or periods
051,Alys,5,2,6,PERSON,"People, including fictional"
051,Logan,5,19,24,PERSON,"People, including fictional"
051,the Red Cross,5,46,59,ORG,"Companies, agencies, institutions, etc."
051,North France,5,63,75,LOC,"Non-GPE locations, mountain ranges, bodies of water"
051,Dunkirk,5,92,99,GPE,"Countries, cities, states"
051,Germans,5,116,123,NORP,Nationalities or religious or political groups
051,Giulianis,6,59,68,PERSON,"People, including fictional"
052,"Friday, January 29, 1915",2,0,24,DATE,Absolute or relative dates or periods
052,Geoffrey Scott,4,0,14,PERSON,"People, including fictional"
052,Sybil’s,6,6,13,ORG,"Companies, agencies, institutions, etc."
053,"Saturday, January 30, 1915",2,0,26,DATE,Absolute or relative dates or periods
053,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
053,Naima,3,16,21,GPE,"Countries, cities, states"
054,"Sunday, January 31, 1915",2,0,24,DATE,Absolute or relative dates or periods
054,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
054,Naima,3,16,21,GPE,"Countries, cities, states"
054,Charles Strong,5,2,16,PERSON,"People, including fictional"
054,BB,6,0,2,PERSON,"People, including fictional"
054,Naima,6,8,13,PERSON,"People, including fictional"
054,Geoffrey,6,27,35,PERSON,"People, including fictional"
055,"Monday, February 1, 1915",2,0,24,DATE,Absolute or relative dates or periods
055,Geoffrey Scott,4,0,14,PERSON,"People, including fictional"
055,Cecil,5,2,7,PERSON,"People, including fictional"
055,15 days,5,106,113,DATE,Absolute or relative dates or periods
055,Committees,5,257,267,ORG,"Companies, agencies, institutions, etc."
055,Italy,6,33,38,GPE,"Countries, cities, states"
055,Janet,7,41,46,PERSON,"People, including fictional"
055,Marainis,8,6,14,PERSON,"People, including fictional"
055,Geoffrey,8,38,46,PERSON,"People, including fictional"
055,only £300,8,137,146,MONEY,"Monetary values, including unit"
055,Sybil’s,9,8,15,ORG,"Companies, agencies, institutions, etc."
055,afternoon,9,19,28,TIME,Times smaller than a day
056,"Tuesday, February 2, 1915",2,0,25,DATE,Absolute or relative dates or periods
056,Geoffrey Scott,4,0,14,PERSON,"People, including fictional"
056,Naima,4,16,21,GPE,"Countries, cities, states"
056,Alys,6,2,6,PERSON,"People, including fictional"
056,Logan,6,19,24,PERSON,"People, including fictional"
056,Dunkirk,6,42,49,FAC,"Buildings, airports, highways, bridges, etc."
056,Belgian,6,164,171,NORP,Nationalities or religious or political groups
056,Byba Giuliani,8,0,13,PERSON,"People, including fictional"
056,Geoffrey,8,28,36,PERSON,"People, including fictional"
056,afternoon,9,5,14,TIME,Times smaller than a day
056,Sybil’s,9,18,25,ORG,"Companies, agencies, institutions, etc."
057,"Wednesday, February 3, 1915",2,0,27,DATE,Absolute or relative dates or periods
057,Geoffrey Scott,4,0,14,PERSON,"People, including fictional"
057,Giglioli,7,2,10,PERSON,"People, including fictional"
057,Cecil,7,25,30,PERSON,"People, including fictional"
057,the Earthquake Zone,7,75,94,LOC,"Non-GPE locations, mountain ranges, bodies of water"
057,Enniskillen,8,5,16,PERSON,"People, including fictional"
057,Benn,8,25,29,PERSON,"People, including fictional"
057,Dumonts,9,39,46,PERSON,"People, including fictional"
057,Blazo,9,91,96,PERSON,"People, including fictional"
057,Providence,9,100,110,GPE,"Countries, cities, states"
057,Geoffrey,9,135,143,PERSON,"People, including fictional"
057,afternoon,10,5,14,TIME,Times smaller than a day
057,Sybil’s,10,18,25,ORG,"Companies, agencies, institutions, etc."
058,"Thursday, February 4, 1915",2,0,26,DATE,Absolute or relative dates or periods
058,the day,4,24,31,DATE,Absolute or relative dates or periods
058,Erichsen,4,51,59,PERSON,"People, including fictional"
058,Janet,4,92,97,PERSON,"People, including fictional"
058,Frank Crisp’s,4,146,159,PERSON,"People, including fictional"
058,BB,5,2,4,WORK_OF_ART,"Titles of books, songs, etc."
058,Sybil’s,5,12,19,ORG,"Companies, agencies, institutions, etc."
059,"Friday, February 5, 1915",2,0,24,DATE,Absolute or relative dates or periods
059,Cecil Pinsent,4,0,13,PERSON,"People, including fictional"
059,Geoffrey Scott,4,15,29,PERSON,"People, including fictional"
059,Placci,6,15,21,PERSON,"People, including fictional"
059,Gays,6,30,34,PERSON,"People, including fictional"
059,Placci,6,49,55,PERSON,"People, including fictional"
059,three weeks,6,69,80,DATE,Absolute or relative dates or periods
059,Piedmont,6,84,92,GPE,"Countries, cities, states"
059,Lombardy,6,97,105,GPE,"Countries, cities, states"
059,Giolitti,7,144,152,PERSON,"People, including fictional"
059,Cecil,8,0,5,PERSON,"People, including fictional"
059,Gays,8,40,44,PERSON,"People, including fictional"
059,Balsorano,8,98,107,GPE,"Countries, cities, states"
059,one,8,168,171,CARDINAL,Numerals that do not fall under another type
059,Red Cross,8,180,189,ORG,"Companies, agencies, institutions, etc."
059,BB,9,2,4,WORK_OF_ART,"Titles of books, songs, etc."
059,Sybil’s,9,12,19,ORG,"Companies, agencies, institutions, etc."
060,"Saturday, February 6, 1915",2,0,26,DATE,Absolute or relative dates or periods
060,Naima,4,0,5,PERSON,"People, including fictional"
060,Cecil Pinsent,4,7,20,PERSON,"People, including fictional"
060,Geoffrey Scott,4,22,36,PERSON,"People, including fictional"
060,Erichsen,6,37,45,PERSON,"People, including fictional"
060,Yoï,6,88,91,PERSON,"People, including fictional"
060,Naima,6,104,109,PERSON,"People, including fictional"
060,Margaret Strong,7,2,17,PERSON,"People, including fictional"
060,Romola Trench,7,22,35,PERSON,"People, including fictional"
060,Romola,7,80,86,PERSON,"People, including fictional"
060,Margaret,7,109,117,PERSON,"People, including fictional"
060,Cecil,7,138,143,PERSON,"People, including fictional"
060,BB,7,175,177,PERSON,"People, including fictional"
060,Geoffrey,7,182,190,PERSON,"People, including fictional"
060,Chinese,7,223,230,NORP,Nationalities or religious or political groups
061,"Sunday, February 7, 1915",2,0,24,DATE,Absolute or relative dates or periods
061,Naima,4,0,5,PERSON,"People, including fictional"
061,Geoffrey Scott,4,7,21,PERSON,"People, including fictional"
061,Cecil Pinsent,4,23,36,PERSON,"People, including fictional"
061,all day,6,43,50,DATE,Absolute or relative dates or periods
061,Cecil,7,0,5,PERSON,"People, including fictional"
061,Sybil,7,80,85,PERSON,"People, including fictional"
061,BB,7,93,95,PERSON,"People, including fictional"
061,Strongs,7,125,132,PERSON,"People, including fictional"
061,Geoffrey,7,134,142,PERSON,"People, including fictional"
062,"Monday, February 8, 1915",2,0,24,DATE,Absolute or relative dates or periods
062,Geoffrey,5,59,67,PERSON,"People, including fictional"
062,Greek,5,221,226,NORP,Nationalities or religious or political groups
062,Sybil,6,12,17,PERSON,"People, including fictional"
062,Yoï,7,0,3,PERSON,"People, including fictional"
062,Nello,7,8,13,PERSON,"People, including fictional"
062,Nello,8,17,22,PERSON,"People, including fictional"
062,Geoffrey,8,42,50,PERSON,"People, including fictional"
062,Geoffrey,8,103,111,PERSON,"People, including fictional"
062,Nello,8,163,168,PERSON,"People, including fictional"
062,Geoffrey,8,189,197,PERSON,"People, including fictional"
062,Giulianis,8,224,233,PERSON,"People, including fictional"
063,"Tuesday, February 9, 1915",2,0,25,DATE,Absolute or relative dates or periods
063,Rain Scirocco,3,0,13,PERSON,"People, including fictional"
063,Barbara,5,38,45,PERSON,"People, including fictional"
063,today,5,46,51,DATE,Absolute or relative dates or periods
063,Alys,6,0,4,PERSON,"People, including fictional"
063,all day,7,25,32,DATE,Absolute or relative dates or periods
063,Laghetto,7,67,75,LOC,"Non-GPE locations, mountain ranges, bodies of water"
063,Japanese,8,9,17,NORP,Nationalities or religious or political groups
063,Port Arthur,8,50,61,FAC,"Buildings, airports, highways, bridges, etc."
063,all night,8,94,103,TIME,Times smaller than a day
063,Christian,8,163,172,NORP,Nationalities or religious or political groups
064,"Wednesday, February 10, 1915",2,0,28,DATE,Absolute or relative dates or periods
064,Benn,5,6,10,PERSON,"People, including fictional"
064,Cecil,5,15,20,PERSON,"People, including fictional"
064,Cecil,5,36,41,PERSON,"People, including fictional"
064,Balsorano,5,81,90,GPE,"Countries, cities, states"
064,the “Genio Militare”,5,112,132,ORG,"Companies, agencies, institutions, etc."
064,Rome,5,157,161,GPE,"Countries, cities, states"
064,a heavenly day,6,6,20,DATE,Absolute or relative dates or periods
064,BB,6,129,131,PERSON,"People, including fictional"
064,Sybil’s,6,140,147,ORG,"Companies, agencies, institutions, etc."
064,Janet,6,182,187,PERSON,"People, including fictional"
064,weekly,6,225,231,DATE,Absolute or relative dates or periods
064,Ms.,6,284,287,ORG,"Companies, agencies, institutions, etc."
064,Venetian Pictures in the United States,6,307,345,WORK_OF_ART,"Titles of books, songs, etc."
065,"Thursday, February 11, 1915",2,0,27,DATE,Absolute or relative dates or periods
065,Geoffrey Scott,4,0,14,PERSON,"People, including fictional"
065,Geoffrey,6,12,20,PERSON,"People, including fictional"
065,Byba Giuliani,6,25,38,PERSON,"People, including fictional"
065,Donizetti,6,42,51,PERSON,"People, including fictional"
065,Elisir d'amore,6,61,75,WORK_OF_ART,"Titles of books, songs, etc."
065,American,6,128,136,NORP,Nationalities or religious or political groups
065,Burci,6,198,203,PERSON,"People, including fictional"
065,Salvemini,7,2,11,PERSON,"People, including fictional"
065,2 weeks,7,65,72,DATE,Absolute or relative dates or periods
065,Balsorano,7,98,107,ORG,"Companies, agencies, institutions, etc."
066,"Friday, February 12, 1915",2,0,25,DATE,Absolute or relative dates or periods
066,Geoffrey Scott,4,0,14,PERSON,"People, including fictional"
066,Cecil,6,2,7,PERSON,"People, including fictional"
066,Balzorano,6,29,38,GPE,"Countries, cities, states"
066,BB,7,14,16,PERSON,"People, including fictional"
066,Villa Medici,7,20,32,FAC,"Buildings, airports, highways, bridges, etc."
066,Herberts,7,51,59,PERSON,"People, including fictional"
066,Strongs,7,70,77,PERSON,"People, including fictional"
066,Sybil,7,83,88,PERSON,"People, including fictional"
066,Giuliani,7,135,143,PERSON,"People, including fictional"
066,Geoffrey,7,158,166,PERSON,"People, including fictional"
066,BB,7,237,239,PERSON,"People, including fictional"
067,"Saturday, February 13, 1915",2,0,27,DATE,Absolute or relative dates or periods
067,Naima,4,0,5,PERSON,"People, including fictional"
067,Geoffrey Scott,4,7,21,PERSON,"People, including fictional"
068,"Sunday, February 14, 1915",2,0,25,DATE,Absolute or relative dates or periods
068,Naima,4,0,5,PERSON,"People, including fictional"
068,Geoffrey Scott,4,7,21,PERSON,"People, including fictional"
068,51st,6,3,7,ORDINAL,"""first"", ""second"", etc."
068,Geoffrey,8,0,8,PERSON,"People, including fictional"
068,Donizetti,8,23,32,PERSON,"People, including fictional"
068,Don Pasquale,8,36,48,WORK_OF_ART,"Titles of books, songs, etc."
068,Byba Giuliani,8,56,69,PERSON,"People, including fictional"
069,"Monday, February 15, 1915",2,0,25,DATE,Absolute or relative dates or periods
069,Geoffrey Scott,4,0,14,PERSON,"People, including fictional"
069,Ross,6,17,21,PERSON,"People, including fictional"
069,Burmese,6,43,50,NORP,Nationalities or religious or political groups
069,my birthday,6,71,82,DATE,Absolute or relative dates or periods
069,Strongs,6,88,95,PERSON,"People, including fictional"
069,Herbert,6,105,112,PERSON,"People, including fictional"
069,Iris,6,132,136,PERSON,"People, including fictional"
